account_id,shipments,revenue,leakage,cost,margin,margin_pct,leak_pct_of_rev,segment,category,primary_service,negotiated_discount,contract_age_months,density_in3_per_lb,price_elasticity,risk_score,priority_tier,lever_a_dim_correction_recovery,recommended_price_increase_pct,expected_volume_change_pct,lever_b_net_revenue_gain,total_recommended_recovery
A100256,55,875.78,82.12,260.56,615.22,0.7024823585832058,0.09376784123866726,Mid-Market,Apparel/Soft Goods,Express,0.1989601272217211,31,232.66429484807625,-0.3615728918845673,0.1492,Tier 3 - Healthy,82.12,0.0,0.0,0.0,82.12
A100053,68,962.96,81.91,327.25,635.71,0.6601624158843565,0.08506064634045027,Mid-Market,Apparel/Soft Goods,Ground,0.313668014028904,36,232.19833961395497,-0.4786914388088436,0.1673,Tier 2 - Monitor,81.91,0.0,0.0,0.0,81.91
A100442,73,1399.8899999999999,81.48,376.14,1023.75,0.7313074598718471,0.058204573216467013,Mid-Market,Electronics,Ground Economy,0.209119702506196,2,136.53139878054378,-0.292984606168802,0.0926,Tier 3 - Healthy,81.48,0.0,0.0,0.0,81.48
A100651,78,2145.48,79.99000000000001,530.02,1615.46,0.7529597106475008,0.037283032235210775,Mid-Market,Home & Bulky,Ground,0.2982856386923685,36,177.63626479243834,-0.3390121277033576,0.0593,Tier 3 - Healthy,79.99000000000001,0.0,0.0,0.0,79.99000000000001
A100720,74,864.05,79.82,332.74,531.31,0.6149065447601412,0.09237891325733465,SME,Apparel/Soft Goods,Ground Economy,0.3365612150232652,9,210.30199587672027,-0.5225172068145997,0.2151,Tier 2 - Monitor,79.82,0.0,0.0,0.0,79.82
A100715,71,781.15,79.75,301.9,479.25,0.6135185303718876,0.10209306791269283,SME,Apparel/Soft Goods,Ground,0.2854843132757102,4,205.42512588351693,-0.5880445772871865,0.2317,Tier 2 - Monitor,79.75,0.0,0.0,0.0,79.75
A100784,76,1315.59,78.27000000000001,374.64,940.95,0.7152304289330264,0.059494219323649476,Enterprise,Apparel/Soft Goods,Ground Economy,0.2221559119958565,11,270.72045149384115,-0.2294444331042924,0.0947,Tier 3 - Healthy,78.27000000000001,0.0,0.0,0.0,78.27000000000001
A100043,63,1760.54,78.17,492.84,1267.7,0.7200631624387972,0.04440114964726732,SME,Home & Bulky,Express,0.4195634806117833,3,196.51112697604947,-0.5654392139085429,0.0707,Tier 3 - Healthy,78.17,0.0,0.0,0.0,78.17
A100562,63,649.48,56.0,282.02,367.46,0.5657756974810617,0.08622282441337685,Mid-Market,Apparel/Soft Goods,Ground,0.4363495814306474,5,220.2942025626508,-0.3041962117208868,0.2446,Tier 1 - Act Now,56.0,4.93,-1.5,21.8,77.8
A100071,81,993.01,77.71000000000001,358.48,634.53,0.6389965861370983,0.07825701654565413,SME,Apparel/Soft Goods,Ground,0.3149371886943009,37,243.61982865662705,-0.6432225575138735,0.1734,Tier 2 - Monitor,77.71000000000001,0.0,0.0,0.0,77.71000000000001
A100284,60,889.18,77.69,280.49,608.69,0.6845520592006119,0.08737263546188623,SME,Apparel/Soft Goods,Ground,0.2555544235117283,18,242.8019146758897,-0.5645849801154602,0.1514,Tier 3 - Healthy,77.69,0.0,0.0,0.0,77.69
A100107,69,1986.62,77.41,550.52,1436.1,0.7228861080629411,0.038965680401888636,SME,Home & Bulky,Ground Economy,0.4246052251047899,14,221.70496217861617,-0.5821716953963142,0.062,Tier 3 - Healthy,77.41,0.0,0.0,0.0,77.41
A100428,59,559.79,69.87,249.74,310.05,0.5538684149413173,0.12481466264134766,SME,Apparel/Soft Goods,Ground Economy,0.3635253957171064,41,219.25254352758924,-0.5243260623508936,0.3156,Tier 1 - Act Now,69.87,2.86,-1.5,7.38,77.25
A100070,68,803.41,76.04,305.99,497.42,0.6191359330852243,0.09464656899963905,SME,Apparel/Soft Goods,Ground Economy,0.3086646002160193,28,212.30636153465696,-0.6196465982321631,0.2153,Tier 2 - Monitor,76.04,0.0,0.0,0.0,76.04
A100204,64,843.65,76.03999999999999,320.34,523.31,0.6202927754400521,0.09013216381200734,SME,Apparel/Soft Goods,Ground Economy,0.3931813394320887,32,299.0500406644101,-0.5317824501920978,0.2072,Tier 2 - Monitor,76.03999999999999,0.0,0.0,0.0,76.03999999999999
A100646,59,642.43,63.59,274.24,368.19,0.5731208069361643,0.09898354684557073,SME,Apparel/Soft Goods,Ground Economy,0.4209099803734005,14,224.68725355235435,-0.4336788370738083,0.259,Tier 1 - Act Now,63.59,3.46,-1.5,12.25,75.84
A100351,76,1044.72,75.78,381.55,663.17,0.6347825254613676,0.07253618194348725,SME,Apparel/Soft Goods,Ground Economy,0.384072911020292,18,279.43463741953667,-0.6215997782553718,0.1676,Tier 2 - Monitor,75.78,0.0,0.0,0.0,75.78
A100697,59,727.35,75.21000000000001,260.37,466.98,0.6420292843885337,0.10340276345638277,SME,Apparel/Soft Goods,Ground Economy,0.2953176204488414,6,224.4417763146825,-0.5834323075327805,0.211,Tier 2 - Monitor,75.21000000000001,0.0,0.0,0.0,75.21000000000001
A100485,53,796.94,75.19,274.46,522.48,0.6556076994503978,0.09434838256330463,SME,Apparel/Soft Goods,Ground Economy,0.3442644271323862,14,247.27737901026893,-0.5740661582502639,0.1857,Tier 2 - Monitor,75.19,0.0,0.0,0.0,75.19
A100319,68,1054.54,74.92,351.7,702.84,0.6664896542568324,0.07104519506135377,Enterprise,Apparel/Soft Goods,Ground Economy,0.3384366707175664,39,273.4121252052905,-0.200199825934533,0.1399,Tier 3 - Healthy,74.92,0.0,0.0,0.0,74.92
A100052,69,784.88,74.92,282.52,502.36,0.640046886148201,0.09545408215268576,Mid-Market,Apparel/Soft Goods,Ground,0.2167967754838422,18,192.54992472958827,-0.3280552451421807,0.1999,Tier 2 - Monitor,74.92,0.0,0.0,0.0,74.92
A100042,64,816.03,74.8,291.08,524.95,0.643297427790645,0.09166329669252356,Mid-Market,Apparel/Soft Goods,Ground Economy,0.2978403830001897,18,223.67652930606835,-0.4271924812444908,0.1913,Tier 2 - Monitor,74.8,0.0,0.0,0.0,74.8
A100608,75,1168.69,74.71000000000001,345.33,823.36,0.7045153120160179,0.06392627642916428,Mid-Market,Apparel/Soft Goods,Ground Economy,0.1850132587704283,31,266.7605507854591,-0.3398788775601615,0.1017,Tier 3 - Healthy,74.71000000000001,0.0,0.0,0.0,74.71000000000001
A100440,62,749.53,74.52,301.56,447.96999999999997,0.5976678718663696,0.09942230464424373,Mid-Market,Apparel/Soft Goods,Ground Economy,0.4248029577617253,3,261.33936076056824,-0.3944436812816084,0.2401,Tier 2 - Monitor,74.52,0.0,0.0,0.0,74.52
A100069,71,792.4,74.23,315.19,477.21,0.602233720343261,0.09367743563856638,SME,Apparel/Soft Goods,Ground,0.3502258218485461,18,203.30888644631068,-0.5479132230908915,0.2273,Tier 2 - Monitor,74.23,0.0,0.0,0.0,74.23
A100190,76,750.9,42.82,382.58,368.32,0.4905047276601412,0.0570249034491943,Enterprise,Apparel/Soft Goods,Ground Economy,0.569392700572799,34,229.03798086840925,-0.2602587887276428,0.2584,Tier 1 - Act Now,42.82,5.76,-1.5,31.37,74.19
A100585,69,870.26,74.07,321.99,548.27,0.6300071243076781,0.08511249511640198,Mid-Market,Apparel/Soft Goods,Ground,0.3455082043867759,13,228.9456747649173,-0.3244115302300998,0.1915,Tier 2 - Monitor,74.07,0.0,0.0,0.0,74.07
A100619,71,1116.41,73.74,340.11,776.3000000000001,0.6953538574538028,0.06605100276780035,SME,Apparel/Soft Goods,Express,0.2323435175816803,21,254.62393051917243,-0.6096692024354611,0.1088,Tier 3 - Healthy,73.74,0.0,0.0,0.0,73.74
A100861,65,825.78,73.46000000000001,296.11,529.67,0.6414178110392599,0.08895831819612973,Mid-Market,Apparel/Soft Goods,Ground Economy,0.2956471958275138,19,217.08627800812155,-0.4236446449758502,0.1885,Tier 2 - Monitor,73.46000000000001,0.0,0.0,0.0,73.46000000000001
A100157,61,729.3,73.23,283.38,445.92,0.6114356232003292,0.10041135335252983,Mid-Market,Apparel/Soft Goods,Ground Economy,0.3760329178232257,11,262.2725706357398,-0.4206437112166584,0.2307,Tier 2 - Monitor,73.23,0.0,0.0,0.0,73.23
A100072,81,919.45,72.04,373.19,546.26,0.5941160476371744,0.07835118821034315,Mid-Market,Apparel/Soft Goods,Express,0.3906532512897828,22,206.2497964084553,-0.3327003522141708,0.2094,Tier 2 - Monitor,72.04,0.0,0.0,0.0,72.04
A100744,68,835.77,71.78,292.76,543.01,0.6497122414061285,0.0858848726324228,SME,Apparel/Soft Goods,Ground,0.253109065999658,10,196.52008618605825,-0.4108656717393132,0.1769,Tier 2 - Monitor,71.78,0.0,0.0,0.0,71.78
A100403,65,968.15,71.4,305.1,663.05,0.6848628828177451,0.07374890254609308,SME,Apparel/Soft Goods,Ground Economy,0.231019601065159,30,227.9480570042249,-0.4679284029355581,0.1295,Tier 3 - Healthy,71.4,0.0,0.0,0.0,71.4
A100001,59,590.85,62.949999999999996,254.15,336.7,0.5698569856985698,0.10654142337310653,SME,Apparel/Soft Goods,Ground,0.3788640151737403,35,222.376139398467,-0.5053415656765591,0.2737,Tier 1 - Act Now,62.949999999999996,2.97,-1.5,8.41,71.36
A100796,64,655.57,60.75,275.7,379.87,0.5794499443232607,0.09266744970026083,SME,Apparel/Soft Goods,Ground Economy,0.3726202018123896,41,237.02721965555705,-0.5080800181257059,0.2439,Tier 1 - Act Now,60.75,2.95,-1.5,9.23,69.98
A100820,63,575.49,56.38,266.92,308.57,0.536186554066969,0.09796868755321553,SME,Apparel/Soft Goods,Express,0.3972211477352505,9,193.8939654452657,-0.3976228153817733,0.287,Tier 1 - Act Now,56.38,3.77,-1.5,12.75,69.13
A100842,71,608.75,63.15,290.57,318.18,0.5226776180698152,0.10373716632443532,SME,Apparel/Soft Goods,Ground,0.4089346253772349,31,184.58646025308832,-0.6157749862964657,0.307,Tier 1 - Act Now,63.15,2.44,-1.5,5.48,68.63
A100831,79,1099.25,68.55,338.22,761.03,0.6923174891971798,0.06236070047759836,SME,Apparel/Soft Goods,Ground,0.1654700054471242,16,212.5394459449205,-0.6215424996642411,0.1054,Tier 3 - Healthy,68.55,0.0,0.0,0.0,68.55
A100879,55,1980.69,68.28,459.15999999999997,1521.53,0.7681817952329744,0.034472835224088574,SME,Home & Bulky,Ground Economy,0.3212578502351833,7,235.24099831383447,-0.5765477879465009,0.0549,Tier 3 - Healthy,68.28,0.0,0.0,0.0,68.28
A100883,63,799.72,67.63,281.23,518.49,0.6483394187965787,0.08456709848446956,SME,Apparel/Soft Goods,Ground,0.2887731805393347,5,235.18565927899684,-0.500854479778394,0.1759,Tier 2 - Monitor,67.63,0.0,0.0,0.0,67.63
A100377,88,1337.5,66.76,417.7,919.8,0.6877009345794393,0.04991401869158879,SME,Apparel/Soft Goods,Ground,0.2569038402867869,6,241.90089687970084,-0.5901908499706178,0.0893,Tier 3 - Healthy,66.76,0.0,0.0,0.0,66.76
A100334,60,746.39,66.71000000000001,263.55,482.84,0.6469004139926847,0.08937686732137355,SME,Apparel/Soft Goods,Ground,0.2615970666777992,1,219.29680829517525,-0.5139452471221749,0.1847,Tier 2 - Monitor,66.71000000000001,0.0,0.0,0.0,66.71000000000001
A100437,64,984.9300000000001,66.58,319.21999999999997,665.71,0.6758957489364726,0.0675987125988649,SME,Electronics,Ground Economy,0.3191066132108029,27,146.6975672276893,-0.6126205644612656,0.1269,Tier 3 - Healthy,66.58,0.0,0.0,0.0,66.58
A100149,88,954.75,66.57,358.99,595.76,0.6239958104215764,0.06972505891594658,SME,Apparel/Soft Goods,Express,0.2623301511072498,2,201.91625828243005,-0.6180412765902074,0.1718,Tier 2 - Monitor,66.57,0.0,0.0,0.0,66.57
A100475,64,811.13,65.91,300.49,510.64,0.629541503827993,0.08125701182301234,SME,Apparel/Soft Goods,Ground Economy,0.3487290761036364,20,232.2963393107173,-0.5496016592871797,0.1857,Tier 2 - Monitor,65.91,0.0,0.0,0.0,65.91
A100209,73,566.1,53.29,289.32,276.78,0.488924218335983,0.0941353117823706,SME,Apparel/Soft Goods,Ground,0.3986199268652914,11,182.4977148271513,-0.4315102479891896,0.3187,Tier 1 - Act Now,53.29,3.48,-1.5,10.89,64.18
A100111,59,987.67,64.09,319.02,668.65,0.6769973776666296,0.06489009486974395,SME,Electronics,Ground Economy,0.3591496037348107,12,169.17323569413074,-0.4212696833996946,0.1217,Tier 3 - Healthy,64.09,0.0,0.0,0.0,64.09
A100696,58,831.16,62.78,274.05,557.11,0.6702800904759614,0.07553299003801915,Mid-Market,Apparel/Soft Goods,Ground,0.2918630008094299,24,259.9303981009212,-0.3752922866805258,0.144,Tier 3 - Healthy,62.78,0.0,0.0,0.0,62.78
A100232,63,925.18,62.480000000000004,292.26,632.92,0.6841047147582092,0.0675328044272466,Enterprise,Apparel/Soft Goods,Ground Economy,0.2522488454308233,33,221.3632396956995,-0.212246122214571,0.1202,Tier 3 - Healthy,62.480000000000004,0.0,0.0,0.0,62.480000000000004
A100763,69,854.48,62.27,297.55,556.93,0.6517765190525231,0.07287473083044659,SME,Apparel/Soft Goods,Ground,0.2486952918308686,23,206.0390644921128,-0.6070787818428078,0.1546,Tier 3 - Healthy,62.27,0.0,0.0,0.0,62.27
A100751,66,874.89,61.72,286.11,588.78,0.6729760312725028,0.0705460114985884,SME,Apparel/Soft Goods,Ground,0.2126297587282199,14,204.10079966893207,-0.3853376241451171,0.1339,Tier 3 - Healthy,61.72,0.0,0.0,0.0,61.72
A100045,84,1098.57,61.06,356.81,741.76,0.6752050392783346,0.055581346659748586,Mid-Market,Apparel/Soft Goods,Ground,0.1714460840477726,31,176.45665716830726,-0.2993354939114967,0.1083,Tier 3 - Healthy,61.06,0.0,0.0,0.0,61.06
A100062,77,1075.63,60.95,341.26,734.37,0.6827347693909616,0.05666446640573431,SME,Apparel/Soft Goods,Express,0.2087955745640798,32,204.28583520989724,-0.5069663221679519,0.104,Tier 3 - Healthy,60.95,0.0,0.0,0.0,60.95
A100002,59,704.86,60.709999999999994,259.48,445.38,0.6318701586130578,0.08613057912209515,Mid-Market,Apparel/Soft Goods,Ground Economy,0.3112093512630785,17,200.33681914919333,-0.3955040630923417,0.1916,Tier 2 - Monitor,60.709999999999994,0.0,0.0,0.0,60.709999999999994
A100121,67,534.41,46.92,242.22,292.19,0.5467524934039408,0.08779775827548138,Mid-Market,Health/Beauty,Ground Economy,0.2505534758074647,20,154.23650446937972,-0.3652967306852593,0.2623,Tier 1 - Act Now,46.92,4.11,-1.5,13.6,60.52
A100767,66,749.4,59.87,300.41,448.99,0.5991326394448893,0.07989057912997065,SME,Apparel/Soft Goods,Ground Economy,0.3909661865637876,21,238.47141605049327,-0.425021211405098,0.2078,Tier 2 - Monitor,59.87,0.0,0.0,0.0,59.87
A100243,77,2761.74,59.620000000000005,696.86,2064.88,0.7476735681128565,0.021587839550428357,SME,Industrial/B2B,Express,0.3952383732712678,4,142.99062317987634,-0.5229342560673882,0.0344,Tier 3 - Healthy,59.620000000000005,0.0,0.0,0.0,59.620000000000005
A100408,77,858.63,59.48,344.91,513.72,0.5983019461234758,0.06927314442775118,SME,Apparel/Soft Goods,Ground Economy,0.372284376074903,6,233.0958740813948,-0.4868389971537133,0.1916,Tier 2 - Monitor,59.48,0.0,0.0,0.0,59.48
A100770,62,1850.79,59.03,460.91,1389.88,0.7509658037918944,0.03189448829959099,SME,Home & Bulky,Ground Economy,0.3159657613465987,17,178.16935622017112,-0.5536456683633733,0.0508,Tier 3 - Healthy,59.03,0.0,0.0,0.0,59.03
A100335,57,599.06,58.44,244.70000000000002,354.36,0.5915267252028178,0.09755283277134177,SME,Apparel/Soft Goods,Ground,0.3319123929366278,10,208.91596072589255,-0.5943379560364739,0.242,Tier 2 - Monitor,58.44,0.0,0.0,0.0,58.44
A100291,59,1869.99,58.38,416.37,1453.62,0.7773410552997609,0.031219418285659283,SME,Home & Bulky,Express,0.2453883517057274,28,200.50553931609952,-0.6099277123389142,0.0497,Tier 3 - Healthy,58.38,0.0,0.0,0.0,58.38
A100549,65,639.6800000000001,58.18,262.95,376.73,0.5889350925462731,0.09095172586293146,SME,Apparel/Soft Goods,Ground Economy,0.2842694939733184,17,183.3827543596833,-0.6330272144036294,0.2336,Tier 2 - Monitor,58.18,0.0,0.0,0.0,58.18
A100295,70,1026.69,57.58,324.56,702.13,0.683877314476619,0.056083140967575405,Enterprise,Apparel/Soft Goods,Ground Economy,0.2444780580582979,39,224.8828049740842,-0.2879722746782114,0.1022,Tier 3 - Healthy,57.58,0.0,0.0,0.0,57.58
A100699,63,694.41,57.35,254.0,440.41,0.6342218574041273,0.08258809636957994,SME,Apparel/Soft Goods,Ground,0.2121042812951366,22,174.48452835796573,-0.4802237444351138,0.1841,Tier 2 - Monitor,57.35,0.0,0.0,0.0,57.35
A100238,83,1230.26,57.27,394.28,835.98,0.6795148992895811,0.0465511355323265,SME,Apparel/Soft Goods,Ground,0.2662806205986582,2,228.0461196758841,-0.5335120398766573,0.0905,Tier 3 - Healthy,57.27,0.0,0.0,0.0,57.27
A100166,65,1769.39,57.120000000000005,454.63,1314.76,0.7430583421405117,0.032282311983225856,Mid-Market,Home & Bulky,Ground,0.330870215281341,28,173.8395073706948,-0.4582260837461838,0.0514,Tier 3 - Healthy,57.120000000000005,0.0,0.0,0.0,57.120000000000005
A100643,65,819.77,56.57,281.02,538.75,0.6571965307342303,0.06900716054503092,SME,Apparel/Soft Goods,Ground,0.26428294729469,8,212.5497825973652,-0.4834994334814959,0.1441,Tier 3 - Healthy,56.57,0.0,0.0,0.0,56.57
A100153,69,988.65,56.33,317.45,671.2,0.6789055783138624,0.05697668537905224,SME,Apparel/Soft Goods,Express,0.2414203730617227,18,223.2213747096293,-0.6532935940051398,0.1076,Tier 3 - Healthy,56.33,0.0,0.0,0.0,56.33
A100250,46,710.51,56.269999999999996,230.38,480.13,0.6757540358334154,0.07919663340417446,Mid-Market,Apparel/Soft Goods,Express,0.286755746566023,32,244.2059200066288,-0.3846391066762294,0.1454,Tier 3 - Healthy,56.269999999999996,0.0,0.0,0.0,56.269999999999996
A100628,65,922.93,55.839999999999996,308.15,614.78,0.6661176903990552,0.06050296338833931,SME,Apparel/Soft Goods,Ground,0.3161070799515159,12,259.0287620273658,-0.4489102187694356,0.1234,Tier 3 - Healthy,55.839999999999996,0.0,0.0,0.0,55.839999999999996
A100016,63,711.0,55.81,263.82,447.18,0.6289451476793249,0.07849507735583686,SME,Apparel/Soft Goods,Ground,0.2614081789548415,31,184.3418070287657,-0.5425510959461879,0.1818,Tier 2 - Monitor,55.81,0.0,0.0,0.0,55.81
A100329,77,722.87,45.86,354.43,368.44,0.5096905391010832,0.06344155933985364,SME,Apparel/Soft Goods,Ground Economy,0.5231400164778504,6,222.7101837121196,-0.5175030954903451,0.2532,Tier 1 - Act Now,45.86,2.9,-1.5,9.8,55.66
A100146,76,749.63,55.58,314.16,435.47,0.5809132505369315,0.07414324400037352,SME,Apparel/Soft Goods,Ground Economy,0.3294469991819638,12,206.6643219789208,-0.3335062408561332,0.2133,Tier 2 - Monitor,55.58,0.0,0.0,0.0,55.58
A100575,67,1118.92,55.019999999999996,381.98,736.9399999999999,0.6586172380509776,0.04917241625853501,SME,Electronics,Ground Economy,0.4216977048237856,21,158.47043071963358,-0.4901549737456702,0.1114,Tier 3 - Healthy,55.019999999999996,0.0,0.0,0.0,55.019999999999996
A100543,64,745.12,54.98,269.5,475.62,0.6383132918187675,0.0737867726003865,Enterprise,Apparel/Soft Goods,Ground Economy,0.2487945833817036,38,204.78805325798348,-0.2141144026611402,0.1668,Tier 2 - Monitor,54.98,0.0,0.0,0.0,54.98
A100592,62,807.52,54.92,325.44,482.08,0.5969883098870616,0.06801069942540124,SME,Electronics,Ground Economy,0.4709870683120315,32,155.47069254569675,-0.510542136114324,0.1907,Tier 2 - Monitor,54.92,0.0,0.0,0.0,54.92
A100252,54,681.91,54.91,258.02,423.89,0.6216216216216216,0.08052382279186403,SME,Apparel/Soft Goods,Ground,0.3621616829909829,24,236.63568805794048,-0.5509841864887167,0.1909,Tier 2 - Monitor,54.91,0.0,0.0,0.0,54.91
A100118,62,816.91,54.230000000000004,291.57,525.34,0.643081857242536,0.06638430182027397,SME,Apparel/Soft Goods,Ground,0.3531541695133692,41,240.9094987167381,-0.6144061899188767,0.1512,Tier 3 - Healthy,54.230000000000004,0.0,0.0,0.0,54.230000000000004
A100650,63,782.83,54.21,263.03000000000003,519.8,0.6640011241265663,0.06924875132531967,SME,Apparel/Soft Goods,Ground,0.217149575905873,36,170.93984265161467,-0.5469101204888779,0.139,Tier 3 - Healthy,54.21,0.0,0.0,0.0,54.21
A100353,67,1129.46,54.16,348.5,780.96,0.6914454695164061,0.047952118711596686,SME,Electronics,Ground,0.3140957782694945,12,153.01691358874746,-0.5053199914019721,0.0832,Tier 3 - Healthy,54.16,0.0,0.0,0.0,54.16
A100347,55,762.0,54.13,268.02,493.98,0.6482677165354331,0.07103674540682416,SME,Apparel/Soft Goods,Express,0.3410534670789247,27,249.50344436614847,-0.554036298036113,0.1544,Tier 3 - Healthy,54.13,0.0,0.0,0.0,54.13
A100301,80,1074.49,53.93,432.41,642.08,0.597567217935951,0.050191253524928106,SME,Electronics,Ground Economy,0.4842660293436234,34,150.42249503572128,-0.4948037772556597,0.1618,Tier 2 - Monitor,53.93,0.0,0.0,0.0,53.93
A100865,73,854.71,53.480000000000004,325.21999999999997,529.49,0.6194966713856161,0.06257093049104374,Enterprise,Apparel/Soft Goods,Ground,0.3361524652153846,35,208.36666854333063,-0.2371837896571574,0.164,Tier 2 - Monitor,53.480000000000004,0.0,0.0,0.0,53.480000000000004
A100035,62,834.09,53.239999999999995,288.74,545.35,0.6538263256962678,0.06383004232157201,SME,Apparel/Soft Goods,Ground Economy,0.2960382844565353,12,216.46211231268768,-0.6487373785004302,0.1385,Tier 3 - Healthy,53.239999999999995,0.0,0.0,0.0,53.239999999999995
A100727,67,874.36,52.98,309.5,564.86,0.6460268081796972,0.06059289080012809,SME,Apparel/Soft Goods,Express,0.323000653853094,10,225.95865580233524,-0.5321657915759379,0.1396,Tier 3 - Healthy,52.98,0.0,0.0,0.0,52.98
A100414,57,598.31,52.96,242.54,355.77,0.5946248600223965,0.08851598669586001,SME,Apparel/Soft Goods,Express,0.3124228523540175,26,175.1043583117343,-0.7502664436578528,0.2252,Tier 2 - Monitor,52.96,0.0,0.0,0.0,52.96
A100269,80,996.46,52.67,332.82,663.64,0.6659976316159203,0.05285711418421211,SME,Apparel/Soft Goods,Ground,0.2000882873854769,12,186.287269000342,-0.5501772991352841,0.1113,Tier 3 - Healthy,52.67,0.0,0.0,0.0,52.67
A100590,57,941.58,52.53999999999999,267.5,674.08,0.7159030565644979,0.05579982582467766,Enterprise,Apparel/Soft Goods,Ground,0.1747242453237852,16,226.85609156719357,-0.2505109867676411,0.0888,Tier 3 - Healthy,52.53999999999999,0.0,0.0,0.0,52.53999999999999
A100340,73,1890.8,52.04,650.13,1240.67,0.6561614131584516,0.027522741696636346,SME,Industrial/B2B,Express,0.5499664069614839,34,138.98525953248273,-0.5996278751933735,0.0789,Tier 3 - Healthy,52.04,0.0,0.0,0.0,52.04
A100705,76,955.91,51.82,312.56,643.35,0.6730236110094047,0.05421012438409474,SME,Apparel/Soft Goods,Ground Economy,0.1731736240131152,9,185.46314600207387,-0.5044578328768476,0.1079,Tier 3 - Healthy,51.82,0.0,0.0,0.0,51.82
A100144,69,692.39,51.51,305.94,386.45,0.5581391990063403,0.07439448865523765,SME,Apparel/Soft Goods,Ground,0.4265977629743134,41,223.483737755559,-0.4639236098515716,0.2319,Tier 2 - Monitor,51.51,0.0,0.0,0.0,51.51
A100828,72,1052.32,51.46,308.71,743.61,0.7066386650448533,0.04890147483655162,Mid-Market,Apparel/Soft Goods,Ground Economy,0.1304014800853935,34,187.14484475869557,-0.4045509976187891,0.0778,Tier 3 - Healthy,51.46,0.0,0.0,0.0,51.46
A100569,88,892.22,51.37,383.68,508.54,0.5699715316850105,0.05757548586671448,SME,Apparel/Soft Goods,Ground,0.4220882821002474,37,215.1656159363949,-0.6569160967834519,0.1957,Tier 2 - Monitor,51.37,0.0,0.0,0.0,51.37
A100743,59,534.99,46.18,270.64,264.35,0.49412138544645695,0.08631937045552253,SME,Apparel/Soft Goods,Ground Economy,0.5078379131993129,10,208.07799787326917,-0.6046643474100832,0.3021,Tier 1 - Act Now,46.18,2.48,-1.5,5.05,51.23
A100641,82,615.73,38.47,339.46999999999997,276.26,0.4486706835788413,0.06247868383869553,Mid-Market,Apparel/Soft Goods,Ground Economy,0.4943621867291565,25,168.19376891497748,-0.4186689638919081,0.3005,Tier 1 - Act Now,38.47,3.58,-1.5,12.49,50.96
A100463,77,766.4,50.769999999999996,331.9,434.5,0.5669363256784968,0.06624478079331941,SME,Apparel/Soft Goods,Ground Economy,0.3981181205223741,25,208.59532232949925,-0.5600023449358561,0.2119,Tier 2 - Monitor,50.769999999999996,0.0,0.0,0.0,50.769999999999996
A100581,67,685.71,50.76,311.63,374.08,0.5455367429379766,0.07402546265914162,SME,Apparel/Soft Goods,Ground Economy,0.4626984767226469,16,234.34880714434496,-0.5960446534858466,0.2414,Tier 2 - Monitor,50.76,0.0,0.0,0.0,50.76
A100225,68,1309.81,50.74,351.47,958.34,0.7316633710232783,0.038738442980279585,Enterprise,Electronics,Ground Economy,0.2113926417387521,40,150.01450158532933,-0.2212064689252288,0.0617,Tier 3 - Healthy,50.74,0.0,0.0,0.0,50.74
A100631,80,761.4,50.72,346.67,414.73,0.5446939847649068,0.06661413186235882,Mid-Market,Apparel/Soft Goods,Ground,0.4281450469628532,21,213.68902526019852,-0.4029348248599299,0.2303,Tier 2 - Monitor,50.72,0.0,0.0,0.0,50.72
A100257,78,726.03,50.63,331.36,394.67,0.5436001267165269,0.06973541038249109,SME,Apparel/Soft Goods,Ground,0.41788413412372,21,217.7243425764985,-0.584112062384597,0.2361,Tier 2 - Monitor,50.63,0.0,0.0,0.0,50.63
A100040,62,665.79,50.55,272.28000000000003,393.51,0.5910422205199838,0.07592484116613346,SME,Apparel/Soft Goods,Ground Economy,0.3653995631446959,27,210.19604775931097,-0.6302553698184487,0.208,Tier 2 - Monitor,50.55,0.0,0.0,0.0,50.55
A100282,74,1007.67,50.29,348.4,659.27,0.6542518880188951,0.049907211686365575,SME,Apparel/Soft Goods,Ground,0.3424289399416924,33,252.3014918073688,-0.4278824554572032,0.116,Tier 3 - Healthy,50.29,0.0,0.0,0.0,50.29
A100248,58,1104.29,50.18,330.79,773.5,0.7004500629363664,0.045440962066123934,SME,Electronics,Ground Economy,0.3341656697391025,36,162.1230020581804,-0.6632869307258135,0.0723,Tier 3 - Healthy,50.18,0.0,0.0,0.0,50.18
A100773,58,678.74,50.03,261.86,416.88,0.6141968942452191,0.07371010990953826,Mid-Market,Apparel/Soft Goods,Ground,0.3329409536895869,26,229.09911210225877,-0.424296322178705,0.186,Tier 2 - Monitor,50.03,0.0,0.0,0.0,50.03
A100321,66,895.38,49.76,283.41,611.97,0.6834751725524358,0.05557416962630391,SME,Apparel/Soft Goods,Ground Economy,0.1930910385140187,10,193.2406185538746,-0.5708185310856695,0.1017,Tier 3 - Healthy,49.76,0.0,0.0,0.0,49.76
A100868,63,703.97,49.75,277.71,426.26,0.6055087574754605,0.07067062516868616,SME,Apparel/Soft Goods,Ground,0.3647715030095068,13,233.83714730187,-0.4261625967262251,0.1881,Tier 2 - Monitor,49.75,0.0,0.0,0.0,49.75
A100500,70,2052.49,49.54,648.32,1404.17,0.6841300079415735,0.024136536597011437,Mid-Market,Home & Bulky,Express,0.5172195951943814,34,278.2194923036864,-0.4365711669742341,0.0511,Tier 3 - Healthy,49.54,0.0,0.0,0.0,49.54
