account_id,segment,category,primary_service,negotiated_discount,contract_age_months,density_in3_per_lb,price_elasticity
A100272,SME,Apparel/Soft Goods,Ground Economy,0.5087923971529467,10,193.61645997525895,-0.5431250582727793
A100273,SME,Health/Beauty,Express,0.319888027800211,7,152.1561331807778,-0.5538467145305065
A100274,Mid-Market,Electronics,Ground Economy,0.09649645021013337,7,80.33137962869843,-0.4571951265338205
A100275,SME,Health/Beauty,Ground,0.3557364972155674,41,120.07853186698244,-0.6045719675582522
A100276,SME,Home & Bulky,Express,0.5144597792260228,20,305.91420697877777,-0.477760629569019
A100277,SME,Home & Bulky,Ground Economy,0.477592028854539,14,178.6886537198932,-0.49659957126279647
A100278,Mid-Market,Apparel/Soft Goods,Ground Economy,0.5030954288756566,17,252.2443046440733,-0.408211084357828
A100279,Mid-Market,Apparel/Soft Goods,Ground Economy,0.21802398146185364,4,267.12096220837526,-0.34442509986141245
A100280,SME,Health/Beauty,Ground Economy,0.4112152395976779,13,130.68972548684155,-0.37532742675005654
A100281,SME,Apparel/Soft Goods,Ground Economy,0.24780054602632884,11,221.03052260871453,-0.5456076341122761
A100282,SME,Apparel/Soft Goods,Ground,0.34242893994169243,33,252.3014918073688,-0.42788245545720327
A100283,SME,Apparel/Soft Goods,Ground Economy,0.19270475712602675,3,192.35536869195496,-0.6833432446690074
A100284,SME,Apparel/Soft Goods,Ground,0.25555442351172836,18,242.80191467588966,-0.5645849801154602
A100285,SME,Industrial/B2B,Ground Economy,0.25237533026363845,33,79.12738951888312,-0.4753230578186551
A100286,SME,Home & Bulky,Ground Economy,0.4098555280142616,35,237.64821267200722,-0.4923628257903476
A100287,SME,Industrial/B2B,Ground Economy,0.4000719121669656,22,77.05074927793544,-0.39412469900040165
A100288,SME,Apparel/Soft Goods,Ground,0.34768197293308206,10,222.95206412956358,-0.4592943943406085
A100289,SME,Health/Beauty,Ground,0.18495785819446145,14,169.18082012465186,-0.6338466642096077
A100290,Mid-Market,Home & Bulky,Ground Economy,0.288836056605028,10,251.3835147769167,-0.5072118102930664
A100291,SME,Home & Bulky,Express,0.2453883517057274,28,200.50553931609952,-0.6099277123389142
A100292,Enterprise,Industrial/B2B,Ground,0.40696757566944913,12,72.46014947895358,-0.21696259622550604
A100293,SME,Industrial/B2B,Ground Economy,0.43781848528171846,26,96.39251062620275,-0.514363351508552
A100294,Mid-Market,Industrial/B2B,Express,0.4256385586030883,27,119.87468589698716,-0.3254797386261474
A100295,Enterprise,Apparel/Soft Goods,Ground Economy,0.24447805805829795,39,224.8828049740842,-0.2879722746782114
A100296,Enterprise,Apparel/Soft Goods,Ground Economy,0.05,16,195.37531038538265,-0.21377129283847562
A100297,Mid-Market,Health/Beauty,Ground,0.14330381018699456,40,159.30783596462717,-0.5005909003135628
A100298,Mid-Market,Home & Bulky,Ground Economy,0.46216269780822083,17,248.79146385454027,-0.45943061204777347
A100299,Mid-Market,Health/Beauty,Ground Economy,0.2798745060680176,28,130.46721252242202,-0.28077460341326244
A100300,Mid-Market,Electronics,Ground,0.24492753817348875,28,99.29728331698232,-0.3420407134417204
A100301,SME,Electronics,Ground Economy,0.4842660293436234,34,150.42249503572128,-0.4948037772556597
A100302,SME,Industrial/B2B,Ground,0.44651599454883273,20,48.86483173657025,-0.5434126749612765
A100303,SME,Health/Beauty,Express,0.32244487219197865,33,160.10605184703758,-0.5450240741181154
A100304,Mid-Market,Apparel/Soft Goods,Ground,0.2906596908936026,15,192.4704413512531,-0.5507856284376941
A100305,SME,Apparel/Soft Goods,Ground,0.30678987871868746,21,194.48912035112903,-0.4611287003558325
A100306,SME,Electronics,Ground,0.34271627983874664,21,156.55400737214475,-0.5688900196923122
A100307,Mid-Market,Electronics,Express,0.4800047281319608,29,104.57476840847889,-0.4151409413206648
A100308,SME,Apparel/Soft Goods,Ground Economy,0.3622467424237227,26,184.2933859777261,-0.5498703096312914
A100309,SME,Home & Bulky,Ground Economy,0.3926029033039141,4,253.897549618566,-0.559089897666962
A100310,SME,Health/Beauty,Ground,0.43692701090701713,34,150.4289541224684,-0.4638032662197066
A100311,SME,Industrial/B2B,Ground,0.2030323998975581,32,82.84193632685552,-0.5587851110547213
A100312,SME,Electronics,Ground Economy,0.3954861892474043,5,86.00464710042489,-0.5921904171843857
A100313,SME,Home & Bulky,Ground,0.29054312453383885,40,219.4853251347334,-0.5770270482023682
A100314,SME,Apparel/Soft Goods,Ground Economy,0.06839048042272339,28,258.43441977435884,-0.5970415745727475
A100315,SME,Electronics,Express,0.1071830458014188,4,121.61517864532703,-0.6665401518024892
A100316,SME,Home & Bulky,Ground Economy,0.21818823884813143,21,281.11088487733883,-0.6272997397079333
A100317,Mid-Market,Electronics,Ground Economy,0.37312232285925817,35,114.3533019250624,-0.3840637929693539
A100318,SME,Health/Beauty,Ground Economy,0.33137995653402963,12,123.3806580564336,-0.4533299359696296
A100319,Enterprise,Apparel/Soft Goods,Ground Economy,0.3384366707175664,39,273.4121252052905,-0.20019982593453306
A100320,Enterprise,Apparel/Soft Goods,Ground Economy,0.5150943482686692,18,202.88634780346916,-0.2127521719867253
A100321,SME,Apparel/Soft Goods,Ground Economy,0.19309103851401876,10,193.2406185538746,-0.5708185310856695
A100322,SME,Industrial/B2B,Ground Economy,0.31725666458162766,15,107.7575063349565,-0.5105375471763
A100323,SME,Electronics,Ground Economy,0.3504435522813816,22,104.39701624846448,-0.47280201106729103
A100324,Mid-Market,Apparel/Soft Goods,Ground Economy,0.24637268834616644,29,187.51930640534292,-0.3122726747201408
A100325,Mid-Market,Industrial/B2B,Ground Economy,0.3228326745082941,39,90.16599628107375,-0.28588286773383476
A100326,Mid-Market,Home & Bulky,Ground Economy,0.1600050665915655,8,260.0126408713268,-0.3666078098848496
A100327,SME,Home & Bulky,Ground Economy,0.4609906217275028,40,272.14981108187044,-0.4287526010291999
A100328,Mid-Market,Industrial/B2B,Ground Economy,0.2518385447469566,22,123.88503924820691,-0.32297003600302865
A100329,SME,Apparel/Soft Goods,Ground Economy,0.5231400164778504,6,222.7101837121196,-0.5175030954903451
A100330,Mid-Market,Apparel/Soft Goods,Ground Economy,0.3167525676082545,38,120.10956020801974,-0.3038527133646883
A100331,SME,Electronics,Ground,0.42280535653991835,15,127.04805717812172,-0.5813295555511425
A100332,Mid-Market,Apparel/Soft Goods,Express,0.31466971310088454,26,211.43186379170686,-0.42219271462552416
A100333,Mid-Market,Health/Beauty,Express,0.31692561677394704,29,141.09494061365672,-0.3486826598728023
A100334,SME,Apparel/Soft Goods,Ground,0.26159706667779925,1,219.29680829517525,-0.5139452471221749
A100335,SME,Apparel/Soft Goods,Ground,0.3319123929366278,10,208.91596072589257,-0.5943379560364739
A100336,SME,Apparel/Soft Goods,Ground Economy,0.35179986944140473,29,208.01126288250632,-0.49109540447813904
A100337,Mid-Market,Home & Bulky,Ground,0.24157414910848202,14,288.6904690172728,-0.3353841670389542
A100338,SME,Apparel/Soft Goods,Ground,0.3074955584140116,1,189.50934586604788,-0.6487111244503689
A100339,Enterprise,Apparel/Soft Goods,Ground,0.2589901133942886,1,174.17745651283914,-0.24917819537752195
A100340,SME,Industrial/B2B,Express,0.5499664069614839,34,138.98525953248273,-0.5996278751933735
A100341,Enterprise,Home & Bulky,Ground,0.31102692300883816,7,226.49787163103827,-0.2505462725060051
A100342,Mid-Market,Home & Bulky,Ground,0.47452321516965595,5,264.6866883031316,-0.2672951126540603
A100343,SME,Apparel/Soft Goods,Ground,0.3004377669192312,24,153.46404251691112,-0.6616914326104315
A100344,Mid-Market,Home & Bulky,Ground Economy,0.34592876415349083,5,265.45072182440657,-0.4023475406452733
A100345,Mid-Market,Apparel/Soft Goods,Express,0.18786359283547308,27,174.72407418394312,-0.43761453888832685
A100346,Enterprise,Electronics,Ground Economy,0.27529274081321353,23,110.44258443443977,-0.23277633871083994
A100347,SME,Apparel/Soft Goods,Express,0.3410534670789247,27,249.50344436614847,-0.554036298036113
A100348,SME,Industrial/B2B,Ground,0.4786003830959867,21,97.64655500772479,-0.5272869899801306
A100349,SME,Industrial/B2B,Ground Economy,0.3421982777676271,32,99.20823429811206,-0.5802894110931119
A100350,SME,Apparel/Soft Goods,Ground,0.4583720361192999,27,143.0484571087876,-0.5242807975153745
A100351,SME,Apparel/Soft Goods,Ground Economy,0.38407291102029206,18,279.43463741953667,-0.6215997782553718
A100352,SME,Apparel/Soft Goods,Ground,0.4827401339464686,1,164.94688644639712,-0.4191173268244435
A100353,SME,Electronics,Ground,0.3140957782694945,12,153.01691358874746,-0.5053199914019721
A100354,SME,Apparel/Soft Goods,Ground,0.5590222710651804,6,248.6143581341002,-0.7186979179993234
A100355,SME,Industrial/B2B,Express,0.2714603797085877,1,99.35279041691182,-0.4983483617552777
A100356,Mid-Market,Health/Beauty,Ground Economy,0.24335381658023308,12,118.45438352110878,-0.36639502778538174
A100357,Mid-Market,Industrial/B2B,Ground Economy,0.1989947150310966,9,92.45575548607627,-0.3296928867990457
A100358,SME,Electronics,Ground,0.553102467155807,4,109.82809753007103,-0.5777072680130805
A100359,SME,Industrial/B2B,Ground Economy,0.4019447572617898,13,90.47044105838573,-0.489258146563269
A100360,Enterprise,Apparel/Soft Goods,Ground,0.28658792666196914,21,200.55482860656585,-0.21387483915136735
A100361,SME,Home & Bulky,Ground Economy,0.4449022696873495,8,164.5930282924113,-0.6200314892228933
A100362,SME,Home & Bulky,Ground Economy,0.3887692185117782,12,312.4994982660787,-0.4923520179477777
A100363,SME,Industrial/B2B,Ground,0.516612747137559,1,88.68606406390035,-0.6150604173393808
A100364,Mid-Market,Electronics,Express,0.16521671672600885,3,109.52831137075168,-0.4268670709869403
A100365,SME,Industrial/B2B,Ground Economy,0.2934639891685745,7,80.92269882815776,-0.6370338778143418
A100366,Mid-Market,Apparel/Soft Goods,Express,0.27374786160571746,19,223.5497719866638,-0.3880108367103283
A100367,Mid-Market,Industrial/B2B,Ground,0.12263173235913985,28,75.52114731962955,-0.5647517673876769
A100368,SME,Electronics,Ground Economy,0.4260327204779694,33,71.28820793696067,-0.6369990299647218
A100369,Mid-Market,Electronics,Ground,0.2929603444196642,26,128.79400374929878,-0.39851802459118907
A100370,Mid-Market,Industrial/B2B,Ground,0.3939631204986562,26,98.40946856690051,-0.3300723083973411
A100371,SME,Home & Bulky,Ground Economy,0.5559771934329611,39,250.65723060508677,-0.5419926221153835
A100372,SME,Home & Bulky,Ground,0.2846756308172392,11,206.2781454411076,-0.6676719755942528
A100373,SME,Electronics,Ground Economy,0.2778847017342845,33,121.92100768320856,-0.6910366057891673
A100374,SME,Apparel/Soft Goods,Ground Economy,0.3318664169723996,39,154.64067647774635,-0.6719621507863189
A100375,SME,Home & Bulky,Ground,0.418724735298341,24,211.92560807501755,-0.6147783653051936
A100376,Enterprise,Apparel/Soft Goods,Ground,0.263328697468985,35,181.62361800014273,-0.17856321319224613
A100377,SME,Apparel/Soft Goods,Ground,0.2569038402867869,6,241.90089687970084,-0.5901908499706178
A100378,SME,Industrial/B2B,Ground Economy,0.4257189270241366,37,84.12570260292195,-0.44758430381062775
A100379,Mid-Market,Electronics,Express,0.35786393238380354,24,110.32608550562846,-0.2952141419772968
A100380,SME,Home & Bulky,Ground,0.11552717369951793,10,351.47960972124633,-0.5697305914776222
A100381,Enterprise,Home & Bulky,Express,0.19746082005308918,3,276.4952448684318,-0.23726558175990178
A100382,Mid-Market,Home & Bulky,Ground,0.47012358638272106,30,275.86494309022186,-0.4314924946134059
A100383,SME,Electronics,Ground Economy,0.36019282830788124,18,112.01446390349047,-0.5910137398318528
A100384,SME,Industrial/B2B,Ground,0.24378040689627511,13,80.3387789842842,-0.5938558438237768
A100385,Enterprise,Industrial/B2B,Ground Economy,0.3029590342765018,17,54.580215671722165,-0.1875064646952516
A100386,Mid-Market,Home & Bulky,Ground,0.32132366728016704,41,305.3370568940225,-0.37401632897297404
A100387,Enterprise,Home & Bulky,Ground,0.39357333602801636,18,280.98089422939853,-0.1702651460740619
A100388,SME,Home & Bulky,Ground Economy,0.18417366051412107,4,251.61503151761224,-0.38472204682448397
A100389,Mid-Market,Electronics,Express,0.2359050861329542,12,117.03590324033686,-0.4222166344610552
A100390,Mid-Market,Home & Bulky,Ground Economy,0.3472955754863389,6,294.4515514738174,-0.33707190955391536
A100391,SME,Health/Beauty,Ground,0.31001654195045497,29,100.8213061583877,-0.621981126426802
A100392,SME,Electronics,Ground,0.377185918263671,33,107.2585632384378,-0.6414386751751032
A100393,Mid-Market,Home & Bulky,Ground Economy,0.19704926026404024,35,206.8210260166296,-0.3446989124964777
A100394,SME,Home & Bulky,Ground,0.3557128676271321,26,342.9066344203797,-0.5987006653008122
A100395,SME,Home & Bulky,Ground,0.42915836193774726,32,300.98067889073445,-0.4954545698893746
A100396,Mid-Market,Apparel/Soft Goods,Ground Economy,0.36868185471492837,18,126.73821816508323,-0.27478490414627105
A100397,SME,Apparel/Soft Goods,Ground,0.3339111739761592,26,152.77981051300893,-0.5601730258665029
A100398,SME,Health/Beauty,Ground Economy,0.3104116397434029,5,136.66488903139134,-0.5111529049234498
A100399,SME,Home & Bulky,Ground,0.23651488472284982,23,237.8897980750105,-0.5136926566265617
A100400,SME,Apparel/Soft Goods,Ground Economy,0.31280014075602114,23,159.93835253469362,-0.7129658072222559
A100401,Enterprise,Electronics,Express,0.44597058528804057,2,162.00686433325058,-0.16964671956982183
A100402,Mid-Market,Health/Beauty,Express,0.3080971493399875,23,147.876005832361,-0.4018236547161738
A100403,SME,Apparel/Soft Goods,Ground Economy,0.231019601065159,30,227.94805700422486,-0.4679284029355581
A100404,Enterprise,Industrial/B2B,Ground Economy,0.2707752911234614,16,78.78935782243813,-0.24997262650582167
A100405,Mid-Market,Industrial/B2B,Ground,0.340085029727593,23,101.70084118428363,-0.39701058046197873
A100406,SME,Electronics,Ground,0.2826486002819153,12,111.78265236278855,-0.5812959088074007
A100407,Mid-Market,Health/Beauty,Ground,0.36853032830631405,12,132.85975202257103,-0.32614129179667123
A100408,SME,Apparel/Soft Goods,Ground Economy,0.37228437607490306,6,233.0958740813948,-0.4868389971537133
A100409,Enterprise,Industrial/B2B,Ground Economy,0.40889831804046484,14,63.610239446023144,-0.25059926674241423
A100410,Mid-Market,Home & Bulky,Express,0.4623559472265033,33,334.740903841026,-0.48093547013847104
A100411,Mid-Market,Industrial/B2B,Ground,0.4195858724372361,39,92.95470527852679,-0.4073775455817787
A100412,SME,Electronics,Express,0.22657609358520403,27,147.66839490965714,-0.4759627905363568
A100413,Mid-Market,Apparel/Soft Goods,Ground,0.22964655534237277,26,169.34913319980865,-0.39931949578033793
A100414,SME,Apparel/Soft Goods,Express,0.31242285235401757,26,175.1043583117343,-0.7502664436578528
A100415,SME,Health/Beauty,Ground Economy,0.27488246427605856,20,110.72011441568473,-0.5584498818843102
A100416,SME,Electronics,Ground Economy,0.20616732730390575,18,125.40642972956053,-0.670601870899972
A100417,Mid-Market,Apparel/Soft Goods,Express,0.2758308205827006,26,212.4941688125097,-0.33780122614719343
A100418,SME,Health/Beauty,Express,0.2725487066380961,33,128.29682215537423,-0.5465279007399981
A100419,Enterprise,Industrial/B2B,Ground Economy,0.2528152260238794,17,73.57207907525847,-0.24044565180214292
A100420,Mid-Market,Electronics,Ground Economy,0.28842105138449947,24,92.64152057381379,-0.4026477135709833
A100421,SME,Home & Bulky,Ground,0.4378450850318331,20,257.7309534579733,-0.48677293389082926
A100422,SME,Apparel/Soft Goods,Ground,0.33992380412492396,12,192.4008197315509,-0.4832148097867256
A100423,SME,Health/Beauty,Ground Economy,0.567180907605547,12,122.72270379257178,-0.6315334632559694
A100424,SME,Home & Bulky,Express,0.33705081860196495,4,332.4037879509593,-0.648302942043637
A100425,Mid-Market,Industrial/B2B,Ground Economy,0.2909934226062748,19,88.66632401327772,-0.46619218281294944
A100426,SME,Home & Bulky,Ground,0.3204132882654866,30,319.43800930778013,-0.6988242648683617
A100427,Mid-Market,Electronics,Ground Economy,0.345649197844354,29,108.48175285405377,-0.387673307870388
A100428,SME,Apparel/Soft Goods,Ground Economy,0.3635253957171064,41,219.25254352758924,-0.5243260623508936
A100429,Mid-Market,Apparel/Soft Goods,Ground,0.5276711325859024,2,207.90300658551052,-0.4570064835103727
A100430,Enterprise,Health/Beauty,Ground Economy,0.23546795350224314,32,97.2199178001433,-0.24353128630110235
A100431,Mid-Market,Electronics,Ground,0.40590460581777354,33,150.8521074153005,-0.3240000502559473
A100432,Mid-Market,Electronics,Ground Economy,0.34077505976141237,18,117.08068208809982,-0.32108276706542205
A100433,Mid-Market,Industrial/B2B,Express,0.16289022574293824,12,102.09197515805396,-0.4080400214773096
A100434,SME,Industrial/B2B,Ground,0.39706987820947637,15,77.81713469612274,-0.5353748404275701
A100435,SME,Industrial/B2B,Express,0.4467623560803905,28,87.32952101840782,-0.5478195287338925
A100436,SME,Apparel/Soft Goods,Ground Economy,0.23428235962225702,36,177.2329807948972,-0.6384840025885911
A100437,SME,Electronics,Ground Economy,0.3191066132108029,27,146.6975672276893,-0.6126205644612656
A100438,Mid-Market,Industrial/B2B,Ground Economy,0.14746457379922964,22,95.04483142870093,-0.4558027751598506
A100439,Mid-Market,Home & Bulky,Ground,0.19411935403156635,27,277.17810504866554,-0.2699024419367181
A100440,Mid-Market,Apparel/Soft Goods,Ground Economy,0.4248029577617253,3,261.33936076056824,-0.39444368128160845
A100441,SME,Industrial/B2B,Ground Economy,0.2733583493992566,25,108.73272900976417,-0.6073118030977696
A100442,Mid-Market,Electronics,Ground Economy,0.20911970250619608,2,136.53139878054378,-0.292984606168802
A100443,SME,Electronics,Ground Economy,0.342946036445843,40,89.2906893039908,-0.4959711095919273
A100444,SME,Industrial/B2B,Ground Economy,0.26775875685689765,37,78.72999826382973,-0.4806599741078642
A100445,Mid-Market,Electronics,Ground Economy,0.2729178342224464,21,98.31601626215479,-0.38123679575041525
A100446,Enterprise,Home & Bulky,Ground Economy,0.39393260256749035,16,294.04857686168737,-0.2737191809669041
A100447,SME,Home & Bulky,Ground,0.20382666410656536,31,267.98651087390243,-0.7168636258848544
A100448,SME,Home & Bulky,Ground Economy,0.22946347873181677,27,194.92401810608817,-0.48282127687145426
A100449,SME,Apparel/Soft Goods,Ground Economy,0.33540799921488684,29,202.8654687481756,-0.5934409731657199
A100450,SME,Health/Beauty,Ground,0.41694097907482053,22,102.3483691398868,-0.5961008228017411
A100451,Mid-Market,Industrial/B2B,Ground,0.44381603014898496,10,89.1388648932699,-0.40209466897634066
A100452,Mid-Market,Home & Bulky,Ground Economy,0.2534938279638377,4,182.52856681339975,-0.4027418391801364
A100453,SME,Home & Bulky,Ground,0.4137376966919648,12,284.74912669039986,-0.5750587564522346
A100454,SME,Industrial/B2B,Express,0.2415857706529591,22,96.12299454175199,-0.6892245349665297
A100455,SME,Apparel/Soft Goods,Ground,0.50262093469068,18,282.12045304851216,-0.6409534874353648
A100456,Enterprise,Electronics,Express,0.20662289745802714,21,138.3140630531426,-0.1850149213792572
A100457,SME,Home & Bulky,Ground,0.45284788107917306,12,240.20761282750686,-0.6156469891726454
A100458,Mid-Market,Health/Beauty,Ground Economy,0.2543513893181276,39,160.61536635051704,-0.43086528234715277
A100459,Mid-Market,Apparel/Soft Goods,Ground,0.52132464547946,16,157.16830530027227,-0.397953135367652
A100460,SME,Health/Beauty,Ground,0.3791320728852484,35,115.74569038723665,-0.6433425105664752
A100461,SME,Home & Bulky,Express,0.21839834705917782,17,275.59107050111515,-0.5655161078296705
A100462,Enterprise,Electronics,Ground,0.26777615204574934,19,73.38180728464476,-0.22661543479551627
A100463,SME,Apparel/Soft Goods,Ground Economy,0.39811812052237416,25,208.59532232949923,-0.5600023449358561
A100464,SME,Home & Bulky,Ground,0.42526444176155614,11,212.25167792885793,-0.3834948629215274
A100465,Mid-Market,Electronics,Ground Economy,0.3129284408275537,10,122.18823239131049,-0.3754172915473652
A100466,Mid-Market,Apparel/Soft Goods,Ground,0.32446582809634666,16,169.26156566581344,-0.3419097172560895
A100467,Enterprise,Apparel/Soft Goods,Ground,0.3958353032644066,33,226.03657959580616,-0.1808472167196456
A100468,SME,Apparel/Soft Goods,Ground,0.33317984270108203,6,210.73057661462735,-0.6683065084910107
A100469,SME,Home & Bulky,Express,0.19064951406616243,18,325.53712491004626,-0.5915971202790928
A100470,SME,Apparel/Soft Goods,Ground,0.23870259753598194,28,210.25456538904132,-0.5475389358220749
A100471,SME,Industrial/B2B,Ground,0.3435119943151665,29,77.54798655962425,-0.5034037235340499
A100472,SME,Home & Bulky,Ground,0.44154824164976936,18,248.44574194728315,-0.5744339907318711
A100473,SME,Industrial/B2B,Ground,0.4815982424162048,4,68.22337036832894,-0.6317934776986949
A100474,SME,Industrial/B2B,Express,0.39795294207714504,1,96.57942352622813,-0.48177531790737743
A100475,SME,Apparel/Soft Goods,Ground Economy,0.3487290761036364,20,232.2963393107173,-0.5496016592871797
A100476,SME,Health/Beauty,Ground,0.39488138859824773,34,202.223740124659,-0.6216154861552218
A100477,SME,Industrial/B2B,Ground Economy,0.2533249149793144,2,79.92625695220865,-0.3902799068505593
A100478,Mid-Market,Electronics,Express,0.30467690397417857,37,114.21563720861604,-0.376718523542892
A100479,SME,Home & Bulky,Ground,0.23758692786605234,28,233.0545010562915,-0.5145834619298282
A100480,SME,Home & Bulky,Ground,0.19512573892922885,1,269.92692121294124,-0.5389590367352097
A100481,SME,Apparel/Soft Goods,Ground Economy,0.3533549011636205,15,224.42790220332938,-0.508615644099318
A100482,SME,Electronics,Ground Economy,0.33855133065847437,10,118.84710336034416,-0.5613540299296019
A100483,SME,Industrial/B2B,Ground,0.3887652484509013,39,107.59847985334312,-0.7086992456848743
A100484,SME,Industrial/B2B,Ground Economy,0.37461118308924474,23,80.0049320391726,-0.5232763959008946
A100485,SME,Apparel/Soft Goods,Ground Economy,0.3442644271323862,14,247.27737901026893,-0.5740661582502639
A100486,SME,Health/Beauty,Express,0.37566166656775546,12,153.57014591175528,-0.7145665795187519
A100487,SME,Home & Bulky,Ground,0.31573169037725235,24,259.4369997487293,-0.5046237147842643
A100488,SME,Industrial/B2B,Ground Economy,0.36128913952224007,1,84.89802641973424,-0.69971071628664
A100489,SME,Apparel/Soft Goods,Ground Economy,0.24738555973136406,11,301.7280412800457,-0.5504391480467364
A100490,Mid-Market,Industrial/B2B,Express,0.356970592563913,7,76.76445985797831,-0.4815680848743008
A100491,Mid-Market,Industrial/B2B,Ground,0.38684176852860097,26,94.82651746688832,-0.42276146412194016
A100492,Mid-Market,Apparel/Soft Goods,Ground,0.2530318571927797,28,181.6417191448474,-0.3975051766671981
A100493,SME,Apparel/Soft Goods,Ground Economy,0.3251832098992847,20,277.4964642978854,-0.5445854687443566
A100494,Mid-Market,Industrial/B2B,Ground Economy,0.25763974903706405,6,104.3665865265471,-0.344429637926885
A100495,SME,Apparel/Soft Goods,Ground Economy,0.2673493303483885,16,184.35837457980475,-0.5562528028720591
A100496,SME,Electronics,Ground,0.20750706448978454,35,131.07205185811452,-0.624032320369152
A100497,Mid-Market,Industrial/B2B,Ground Economy,0.44657749251665557,9,94.1746706846802,-0.3792526484331898
A100498,SME,Electronics,Ground Economy,0.4265685174720048,7,108.84090514134564,-0.5238786185823968
A100499,SME,Home & Bulky,Ground,0.3737433854227337,5,295.4820853662785,-0.5293104409303337
A100500,Mid-Market,Home & Bulky,Express,0.5172195951943814,34,278.21949230368637,-0.4365711669742341
A100501,Mid-Market,Apparel/Soft Goods,Ground,0.30107543034316087,5,218.153411384889,-0.4498342029406918
A100502,Enterprise,Industrial/B2B,Ground,0.6231762415110635,24,89.32090067787428,-0.1979840330456438
A100503,SME,Home & Bulky,Ground,0.29724705846367794,41,280.17335025366367,-0.4948415017605821
A100504,SME,Apparel/Soft Goods,Ground,0.3455193351756016,27,218.67085360441496,-0.5812971108725368
A100505,Mid-Market,Home & Bulky,Ground Economy,0.2802222086059792,17,262.76556798557084,-0.4670693276911635
A100506,SME,Industrial/B2B,Ground,0.3572325560060305,9,79.61554216100147,-0.6445442004357863
A100507,Mid-Market,Apparel/Soft Goods,Ground,0.40356149278862447,1,274.0243639008222,-0.30864442390574504
A100508,SME,Industrial/B2B,Ground,0.3086083606946916,7,72.98319691775353,-0.5282137324756714
A100509,SME,Health/Beauty,Express,0.4976719847117621,40,150.7764327157696,-0.47322520673811524
A100510,SME,Industrial/B2B,Express,0.3439149284633461,6,84.81209997471679,-0.5279302169419912
A100511,Mid-Market,Industrial/B2B,Ground Economy,0.3470485386110199,1,118.50466576507866,-0.4714513697740152
A100512,SME,Industrial/B2B,Ground Economy,0.22910023054862827,34,75.36358289697378,-0.43263544647540114
A100513,SME,Industrial/B2B,Ground Economy,0.3618499074550385,18,78.08873515948262,-0.41644361330438434
A100514,SME,Apparel/Soft Goods,Ground Economy,0.30659727791906344,15,173.340877208703,-0.4816442823417279
A100515,SME,Health/Beauty,Ground Economy,0.2591760270662713,30,148.15131928395536,-0.5737031247125195
A100516,SME,Electronics,Ground Economy,0.24235255918516363,22,90.34210575331733,-0.6012122727028625
A100517,Mid-Market,Electronics,Ground,0.5871763379756685,38,109.66378451323226,-0.4049345607871074
A100518,SME,Industrial/B2B,Ground,0.29365227498209645,20,55.13167366976059,-0.6469940457665588
A100519,Mid-Market,Industrial/B2B,Express,0.1743014579218732,30,93.89482593687507,-0.279504121128666
A100520,Mid-Market,Health/Beauty,Ground Economy,0.25017785402674275,37,127.39458555934219,-0.4477351826864594
A100521,SME,Electronics,Ground Economy,0.31484321605237864,20,87.85797433107197,-0.524252136096181
A100522,SME,Home & Bulky,Ground,0.3746667032616485,12,310.80652005918597,-0.6103482805589017
A100523,SME,Home & Bulky,Ground Economy,0.3754796521725314,40,198.80118915558484,-0.4408174022920357
A100524,SME,Home & Bulky,Ground Economy,0.38766145517765255,10,297.2969646933205,-0.5504089275032484
A100525,SME,Home & Bulky,Express,0.255513969336267,2,227.19128943737076,-0.5694923385735936
A100526,Enterprise,Apparel/Soft Goods,Ground Economy,0.3540440443501546,24,270.5393980844471,-0.2581397842374478
A100527,Enterprise,Apparel/Soft Goods,Ground Economy,0.23239405358894216,41,238.3330103714083,-0.16768659745394376
A100528,Mid-Market,Health/Beauty,Ground,0.25803570169859885,4,114.5971936539745,-0.38175289526648953
A100529,SME,Home & Bulky,Ground,0.22822910254997406,35,217.08053655655766,-0.46046808848077325
A100530,Mid-Market,Industrial/B2B,Ground,0.20116111454017305,35,99.80950832463381,-0.40881327451987165
A100531,Mid-Market,Electronics,Ground Economy,0.4264209488858009,39,114.3326323766604,-0.42430134257799923
A100532,SME,Apparel/Soft Goods,Ground,0.3888611700978888,18,203.59885323459238,-0.6561915450069172
A100533,Mid-Market,Apparel/Soft Goods,Ground Economy,0.417666536997813,11,258.0906289749853,-0.34950332110442267
A100534,SME,Apparel/Soft Goods,Ground,0.32393130660242964,21,181.69956058661566,-0.6264961850693253
A100535,SME,Industrial/B2B,Ground,0.3976807698865147,6,91.47895910924235,-0.662274380966857
A100536,SME,Apparel/Soft Goods,Express,0.1438710595357455,35,246.08493060005716,-0.41443212498692406
A100537,SME,Electronics,Ground Economy,0.4063087518045355,28,137.47693774912895,-0.6005184559081223
A100538,SME,Industrial/B2B,Ground,0.33771198300050304,20,87.41427478616511,-0.6290771784368588
A100539,Mid-Market,Industrial/B2B,Ground Economy,0.38271096001491656,22,85.31972473018693,-0.3652525959759161
A100540,Enterprise,Apparel/Soft Goods,Ground Economy,0.3580023299048613,30,144.2727755167088,-0.18004447194167142
A100541,SME,Apparel/Soft Goods,Ground Economy,0.22129448454631134,22,170.0739392772556,-0.6277938498790473
A100542,Mid-Market,Apparel/Soft Goods,Ground,0.17019602246089535,35,222.0339787645249,-0.3116279968292079
